,year,rank,title,artist
6153,2014,96,Studio,ScHoolboy Q
6154,2014,97,0 to 100 / The Catch Up,Drake
6155,2014,98,I Don't Dance,Lee Brice
6156,2014,99,Somethin' Bad,Miranda Lambert
6157,2014,100,Adore You,Miley Cyrus
6158,2015,,,
6159,2015,1,Uptown Funk,Mark Ronson
6160,2015,2,Thinking Out Loud,Ed Sheeran
6161,2015,3,See You Again,Wiz Khalifa
6162,2015,4,Trap Queen,Fetty Wap
6163,2015,5,Sugar,Maroon 5
6164,2015,6,Shut Up and Dance,Walk the Moon
6165,2015,7,Blank Space,Taylor Swift
6166,2015,8,Watch Me,Silentó
6167,2015,9,Earned It,The Weeknd
6168,2015,10,The Hills,
6169,2015,11,Cheerleader,OMI
6170,2015,12,Can't Feel My Face,The Weeknd
6171,2015,13,Love Me Like You Do,Ellie Goulding
6172,2015,14,Take Me to Church,Hozier
6173,2015,15,Bad Blood,Taylor Swift
6174,2015,16,Lean On,Major Lazer
6175,2015,17,Want to Want Me,Jason Derulo
6176,2015,18,Shake It Off,Taylor Swift
6177,2015,19,Where Are Ü Now,Skrillex
6178,2015,20,Fight Song,Rachel Platten
6179,2015,21,679,Fetty Wap
6180,2015,22,Lips Are Movin,Meghan Trainor
6181,2015,23,Worth It,Fifth Harmony
6182,2015,24,Post to Be,Omarion
6183,2015,25,"Honey, I'm Good.",Andy Grammer
6184,2015,26,I'm Not the Only One,Sam Smith
6185,2015,27,Good for You,Selena Gomez
6186,2015,28,All About That Bass,Meghan Trainor
6187,2015,29,Style,Taylor Swift
6188,2015,30,Hotline Bling,Drake
6189,2015,31,Hey Mama,David Guetta
6190,2015,32,G.D.F.R.,Flo Rida
6191,2015,33,What Do You Mean?,Justin Bieber
6192,2015,34,Photograph,Ed Sheeran
6193,2015,35,Hello,Adele
6194,2015,36,Stitches,Shawn Mendes
6195,2015,37,Talking Body,Tove Lo
6196,2015,38,Jealous,Nick Jonas
6197,2015,39,Time of Our Lives,Pitbull
6198,2015,40,Locked Away,R. City
6199,2015,41,Somebody,Natalie La Rose
6200,2015,42,FourFiveSeconds,Rihanna
6201,2015,43,Centuries,Fall Out Boy
6202,2015,44,My Way,Fetty Wap
6203,2015,45,Take Your Time,Sam Hunt
6204,2015,46,Animals,Maroon 5
6205,2015,47,I Don't Fuck with You,Big Sean
6206,2015,48,Bitch Better Have My Money,Rihanna
6207,2015,49,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan
6208,2015,50,Nasty Freestyle,T-Wayne
6209,2015,51,Only,Nicki Minaj
6210,2015,52,Elastic Heart,Sia
6211,2015,53,Cool for the Summer,Demi Lovato
6212,2015,54,Renegades,X Ambassadors
6213,2015,55,I Don't Mind,Usher
6214,2015,56,Love Me Harder,Ariana Grande
6215,2015,57,Wildest Dreams,Taylor Swift
6216,2015,58,Stay with Me,Sam Smith
6217,2015,59,You Know You Like It,DJ Snake
6218,2015,60,Uma Thurman,Fall Out Boy
6219,2015,61,7/11,Beyoncé
6220,2015,62,The Heart Wants What It Wants,Selena Gomez
6221,2015,63,Girl Crush,Little Big Town
6222,2015,64,Slow Motion,Trey Songz
6223,2015,65,Drag Me Down,One Direction
6224,2015,66,Truffle Butter,Nicki Minaj
6225,2015,67,One Last Time,Ariana Grande
6226,2015,68,Chains,Nick Jonas
6227,2015,69,All Eyes on You,Meek Mill
6228,2015,70,No Type,Rae Sremmurd
6229,2015,71,Riptide,Vance Joy
6230,2015,72,Classic Man,Jidenna
6231,2015,73,Ex's & Oh's,Elle King
6232,2015,74,Dear Future Husband,Meghan Trainor
6233,2015,75,Marvin Gaye,Charlie Puth
6234,2015,76,Like I'm Gonna Lose You,Meghan Trainor
6235,2015,77,Habits (Stay High),Tove Lo
6236,2015,78,The Hanging Tree,James Newton Howard
6237,2015,79,CoCo,O.T. Genasis
6238,2015,80,Bang Bang,Jessie J
6239,2015,81,Lay Me Down,Sam Smith
6240,2015,82,Tuesday,ILoveMakonnen
6241,2015,83,Hit the Quan,iLoveMemphis
6242,2015,84,Downtown,Macklemore & Ryan Lewis
6243,2015,85,House Party,Sam Hunt
6244,2015,86,Ayo,Chris Brown
6245,2015,87,Kick the Dust Up,Luke Bryan
6246,2015,88,Blessings,Big Sean
6247,2015,89,Budapest,George Ezra
6248,2015,90,Chandelier,Sia
6249,2015,91,Heartbeat Song,Kelly Clarkson
6250,2015,92,Don't,Ed Sheeran
6251,2015,93,Ghost,Ella Henderson
6252,2015,94,Here,Alessia Cara
6253,2015,95,Waves,Mr Probz
6254,2015,96,El Perdón,Nicky Jam
6255,2015,97,She Knows,Ne-Yo
6256,2015,98,Night Changes,One Direction
6257,2015,99,Back to Back,Drake
6258,2015,100,How Deep Is Your Love,Calvin Harris
6259,2016,,,
6260,2016,1,Love Yourself,Justin Bieber
6261,2016,2,Sorry,
6262,2016,3,One Dance,Drake
6263,2016,4,Work,Rihanna
6264,2016,5,Stressed Out,Twenty One Pilots
6265,2016,6,Panda,Desiigner
6266,2016,7,Hello,Adele
6267,2016,8,Don't Let Me Down,The Chainsmokers
6268,2016,9,Can't Stop the Feeling!,Justin Timberlake
6269,2016,10,Closer,The Chainsmokers
6270,2016,11,Cheap Thrills,Sia
6271,2016,12,7 Years,Lukas Graham
6272,2016,13,Needed Me,Rihanna
6273,2016,14,My House,Flo Rida
6274,2016,15,I Took a Pill in Ibiza,Mike Posner
6275,2016,16,Work from Home,Fifth Harmony
6276,2016,17,This Is What You Came For,Calvin Harris
6277,2016,18,Cake by the Ocean,DNCE
6278,2016,19,"Me, Myself & I",G-Eazy
6279,2016,20,Ride,Twenty One Pilots
6280,2016,21,Heathens,
6281,2016,22,Pillowtalk,Zayn
6282,2016,23,Stitches,Shawn Mendes
6283,2016,24,Hotline Bling,Drake
6284,2016,25,Cold Water,Major Lazer
6285,2016,26,Send My Love (To Your New Lover),Adele
6286,2016,27,Roses,The Chainsmokers
6287,2016,28,Treat You Better,Shawn Mendes
6288,2016,29,Too Good,Drake
6289,2016,30,Low Life,Future
6290,2016,31,What Do You Mean?,Justin Bieber
6291,2016,32,The Hills,The Weeknd
6292,2016,33,Just Like Fire,P!nk
6293,2016,34,Broccoli,DRAM
6294,2016,35,Don't,Bryson Tiller
6295,2016,36,Dangerous Woman,Ariana Grande
6296,2016,37,Jumpman,Drake
6297,2016,38,"I Hate U, I Love U",Gnash
6298,2016,39,Here,Alessia Cara
6299,2016,40,Same Old Love,Selena Gomez
6300,2016,41,Controlla,Drake
6301,2016,42,Like I'm Gonna Lose You,Meghan Trainor
6302,2016,43,One Call Away,Charlie Puth
6303,2016,44,Let It Go,James Bay
6304,2016,45,No,Meghan Trainor
6305,2016,46,Never Forget You,Zara Larsson
6306,2016,47,Let Me Love You,DJ Snake
6307,2016,48,Don't Mind,Kent Jones
6308,2016,49,H.O.L.Y.,Florida Georgia Line
6309,2016,50,We Don't Talk Anymore,Charlie Puth
6310,2016,51,Into You,Ariana Grande
6311,2016,52,Gold,Kiiara
6312,2016,53,Exchange,Bryson Tiller
6313,2016,54,679,Fetty Wap
6314,2016,55,Oui,Jeremih
6315,2016,56,Hands to Myself,Selena Gomez
6316,2016,57,2 Phones,Kevin Gates
6317,2016,58,Starboy,The Weeknd
6318,2016,59,For Free,DJ Khaled
6319,2016,60,Never Be Like You,Flume
6320,2016,61,In the Night,The Weeknd
6321,2016,62,Me Too,Meghan Trainor
6322,2016,63,Ex's & Oh's,Elle King
6323,2016,64,Die a Happy Man,Thomas Rhett
6324,2016,65,White Iverson,Post Malone
6325,2016,66,Close,Nick Jonas
6326,2016,67,Unsteady,X Ambassadors
6327,2016,68,Sucker for Pain,Lil Wayne
6328,2016,69,Down in the DM,Yo Gotti
6329,2016,70,Luv,Tory Lanez
6330,2016,71,Sorry,Beyoncé
6331,2016,72,Can't Feel My Face,The Weeknd
6332,2016,73,Hymn for the Weekend,Coldplay
6333,2016,74,Say It,Tory Lanez
6334,2016,75,Antidote,Travis Scott
6335,2016,76,Lost Boy,Ruth B
6336,2016,77,Side to Side,Ariana Grande
6337,2016,78,"Sit Still, Look Pretty",Daya
6338,2016,79,Wildest Dreams,Taylor Swift
6339,2016,80,Middle,DJ Snake
6340,2016,81,On My Mind,Ellie Goulding
6341,2016,82,Pop Style,Drake
6342,2016,83,When We Were Young,Adele
6343,2016,84,Hide Away,Daya
6344,2016,85,Lean On,Major Lazer
6345,2016,86,I Know What You Did Last Summer,Shawn Mendes
6346,2016,87,All the Way Up,Fat Joe
6347,2016,88,Watch Me,Silentó
6348,2016,89,Back to Sleep,Chris Brown
6349,2016,90,No Limit,Usher
6350,2016,91,Cut It,O.T. Genasis
6351,2016,92,Really Really,Kevin Gates
6352,2016,93,All In My Head (Flex),Fifth Harmony
6353,2016,94,Starving,Hailee Steinfeld
6354,2016,95,Adventure of a Lifetime,Coldplay
6355,2016,96,Humble and Kind,Tim McGraw
6356,2016,97,Wicked,Future
6357,2016,98,Tiimmy Turner,Desiigner
6358,2016,99,See You Again,Wiz Khalifa
6359,2016,100,Perfect,One Direction
6360,2017,,,
6361,2017,1,Shape of You,Ed Sheeran
6362,2017,2,Despacito (Remix),Luis Fonsi
6363,2017,3,That's What I Like,Bruno Mars
6364,2017,4,Humble,Kendrick Lamar
6365,2017,5,Something Just Like This,The Chainsmokers
6366,2017,6,Bad and Boujee,Migos
6367,2017,7,Closer,The Chainsmokers
6368,2017,8,Body Like a Back Road,Sam Hunt
6369,2017,9,Believer,Imagine Dragons
6370,2017,10,Congratulations,Post Malone
6371,2017,11,Say You Won't Let Go,James Arthur
6372,2017,12,I'm the One,DJ Khaled
6373,2017,13,XO Tour Llif3,Lil Uzi Vert
6374,2017,14,Mask Off,Future
6375,2017,15,Unforgettable,French Montana
6376,2017,16,24K Magic,Bruno Mars
6377,2017,17,Stay,Zedd
6378,2017,18,Wild Thoughts,DJ Khaled
6379,2017,19,Black Beatles,Rae Sremmurd
6380,2017,20,Starboy,The Weeknd
6381,2017,21,Location,Khalid
6382,2017,22,Attention,Charlie Puth
6383,2017,23,There's Nothing Holdin' Me Back,Shawn Mendes
6384,2017,24,Bodak Yellow,Cardi B
6385,2017,25,Redbone,Childish Gambino
6386,2017,26,I Don't Wanna Live Forever,Zayn
6387,2017,27,It Ain't Me,Kygo
6388,2017,28,iSpy,Kyle
6389,2017,29,Issues,Julia Michaels
6390,2017,30,Scars to Your Beautiful,Alessia Cara
6391,2017,31,1-800-273-8255,Logic
6392,2017,32,Slow Hands,Niall Horan
6393,2017,33,Love on the Brain,Rihanna
6394,2017,34,I Feel It Coming,The Weeknd
6395,2017,35,Bounce Back,Big Sean
6396,2017,36,Strip That Down,Liam Payne
6397,2017,37,Fake Love,Drake
6398,2017,38,Don't Wanna Know,Maroon 5
6399,2017,39,Look What You Made Me Do,Taylor Swift
6400,2017,40,Castle on the Hill,Ed Sheeran
6401,2017,41,Bad Things,Machine Gun Kelly
6402,2017,42,Paris,The Chainsmokers
6403,2017,43,Side to Side,Ariana Grande
6404,2017,44,Rockabye,Clean Bandit
6405,2017,45,Feel It Still,Portugal. The Man
6406,2017,46,Let Me Love You,DJ Snake
6407,2017,47,Sorry Not Sorry,Demi Lovato
6408,2017,48,Bank Account,21 Savage
6409,2017,49,Can't Stop the Feeling!,Justin Timberlake
6410,2017,50,Mi Gente,J Balvin
6411,2017,51,Thunder,Imagine Dragons
6412,2017,52,T-Shirt,Migos
6413,2017,53,Rake It Up,Yo Gotti
6414,2017,54,Mercy,Shawn Mendes
6415,2017,55,Tunnel Vision,Kodak Black
6416,2017,56,Rockstar,Post Malone
6417,2017,57,In Case You Didn't Know,Brett Young
6418,2017,58,Heathens,Twenty One Pilots
6419,2017,59,Now or Never,Halsey
6420,2017,60,Caroline,Aminé
6421,2017,61,Rolex,Ayo & Teo
6422,2017,62,DNA,Kendrick Lamar
6423,2017,63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
6424,2017,64,Swang,Rae Sremmurd
6425,2017,65,Passionfruit,Drake
6426,2017,66,Loyalty,Kendrick Lamar
6427,2017,67,Praying,Kesha
6428,2017,68,Goosebumps,Travis Scott
6429,2017,69,Cold,Maroon 5
6430,2017,70,Broccoli,DRAM
6431,2017,71,Slide,Calvin Harris
6432,2017,72,What Ifs,Kane Brown
6433,2017,73,Chained to the Rhythm,Katy Perry
6434,2017,74,Feels,Calvin Harris
6435,2017,75,All Time Low,Jon Bellion
6436,2017,76,Hurricane,Luke Combs
6437,2017,77,Too Good at Goodbyes,Sam Smith
6438,2017,78,Young Dumb & Broke,Khalid
6439,2017,79,Magnolia,Playboi Carti
6440,2017,80,Love Galore,SZA
6441,2017,81,Drowning,A Boogie wit da Hoodie
6442,2017,82,Starving,Hailee Steinfeld
6443,2017,83,Both,Gucci Mane
6444,2017,84,What About Us,Pink
6445,2017,85,Swalla,Jason Derulo
6446,2017,86,Slippery,Migos
6447,2017,87,Sign of the Times,Harry Styles
6448,2017,88,Water Under the Bridge,Adele
6449,2017,89,Malibu,Miley Cyrus
6450,2017,90,Down,Marian Hill
6451,2017,91,No Promises,Cheat Codes
6452,2017,92,Treat You Better,Shawn Mendes
6453,2017,93,I Get the Bag,Gucci Mane
6454,2017,94,Small Town Boy,Dustin Lynch
6455,2017,95,Everyday We Lit,YFN Lucci
6456,2017,96,Havana,Camila Cabello
6457,2017,97,What Lovers Do,Maroon 5
6458,2017,98,Do Re Mi,Blackbear
6459,2017,99,Look at Me!,XXXTentacion
6460,2017,100,The Fighter,Keith Urban
6461,2018,,,
6462,2018,1,God's Plan,Drake
6463,2018,2,Perfect,Ed Sheeran
6464,2018,3,Meant to Be,Bebe Rexha
6465,2018,4,Havana,Camila Cabello
6466,2018,5,Rockstar,Post Malone
6467,2018,6,Psycho,Post Malone
6468,2018,7,I Like It,Cardi B
6469,2018,8,The Middle,Zedd
6470,2018,9,In My Feelings,Drake
6471,2018,10,Girls Like You,Maroon 5
6472,2018,11,Nice for What,Drake
6473,2018,12,Lucid Dreams,Juice Wrld
6474,2018,13,Better Now,Post Malone
6475,2018,14,Finesse,Bruno Mars
6476,2018,15,Boo'd Up,Ella Mai
6477,2018,16,New Rules,Dua Lipa
6478,2018,17,Sad!,XXXTentacion
6479,2018,18,Never Be the Same,Camila Cabello
6480,2018,19,Love Lies,Khalid
6481,2018,20,No Tears Left to Cry,Ariana Grande
6482,2018,21,Mine,Bazzi
6483,2018,22,Thunder,Imagine Dragons
6484,2018,23,Look Alive,BlocBoy JB
6485,2018,24,Delicate,Taylor Swift
6486,2018,25,Yes Indeed,Lil Baby
6487,2018,26,Friends,Marshmello
6488,2018,27,Bad at Love,Halsey
6489,2018,28,Taste,Tyga
6490,2018,29,Let You Down,NF
6491,2018,30,No Limit,G-Eazy
6492,2018,31,Fefe,6ix9ine
6493,2018,32,Tequila,Dan + Shay
6494,2018,33,Feel It Still,Portugal. The Man
6495,2018,34,MotorSport,Migos
6496,2018,35,I Like Me Better,Lauv
6497,2018,36,Youngblood,5 Seconds of Summer
6498,2018,37,Whatever It Takes,Imagine Dragons
6499,2018,38,Ric Flair Drip,Offset
6500,2018,39,I Fall Apart,Post Malone
6501,2018,40,Pray for Me,The Weeknd
6502,2018,41,Back to You,Selena Gomez
6503,2018,42,Sicko Mode,Travis Scott
6504,2018,43,Walk It Talk It,Migos
6505,2018,44,Gucci Gang,Lil Pump
6506,2018,45,Him & I,G-Eazy
6507,2018,46,In My Blood,Shawn Mendes
6508,2018,47,All the Stars,Kendrick Lamar
6509,2018,48,Stir Fry,Migos
6510,2018,49,Too Good at Goodbyes,Sam Smith
6511,2018,50,Love,Kendrick Lamar
6512,2018,51,This Is America,Childish Gambino
6513,2018,52,Nonstop,Drake
6514,2018,53,Heaven,Kane Brown
6515,2018,54,Bodak Yellow,Cardi B
6516,2018,55,Freaky Friday,Lil Dicky
6517,2018,56,Gummo,6ix9ine
6518,2018,57,Plug Walk,Rich the Kid
6519,2018,58,Wait,Maroon 5
6520,2018,59,Be Careful,Cardi B
6521,2018,60,Wolves,Selena Gomez
6522,2018,61,Bartier Cardi,Cardi B
6523,2018,62,God Is a Woman,Ariana Grande
6524,2018,63,Big Bank,YG
6525,2018,64,Sorry Not Sorry,Demi Lovato
6526,2018,65,How Long,Charlie Puth
6527,2018,66,Lights Down Low,Max
6528,2018,67,Young Dumb & Broke,Khalid
6529,2018,68,One Kiss,Calvin Harris
6530,2018,69,Natural,Imagine Dragons
6531,2018,70,You Make It Easy,Jason Aldean
6532,2018,71,Shape of You,Ed Sheeran
6533,2018,72,I Get the Bag,Gucci Mane
6534,2018,73,No Brainer,DJ Khaled
6535,2018,74,Plain Jane,ASAP Ferg
6536,2018,75,Sky Walker,Miguel
6537,2018,76,Marry Me,Thomas Rhett
6538,2018,77,Eastside,Benny Blanco
6539,2018,78,Call Out My Name,The Weeknd
6540,2018,79,King's Dead,Jay Rock
6541,2018,80,Happier,Marshmello
6542,2018,81,Te Boté,Darell
6543,2018,82,Simple,Florida Georgia Line
6544,2018,83,Lemon,N.E.R.D
6545,2018,84,1-800-273-8255,Logic
6546,2018,85,Say Something,Justin Timberlake
6547,2018,86,I'm Upset,Drake
6548,2018,87,Get Along,Kenny Chesney
6549,2018,88,Moonlight,XXXTentacion
6550,2018,89,What Lovers Do,Maroon 5
6551,2018,90,X,Nicky Jam
6552,2018,91,Outside Today,YoungBoy Never Broke Again
6553,2018,92,Trip,Ella Mai
6554,2018,93,Dura,Daddy Yankee
6555,2018,94,Changes,XXXTentacion
6556,2018,95,Mercy,Brett Young
6557,2018,96,One Number Away,Luke Combs
6558,2018,97,Powerglide,Rae Sremmurd
6559,2018,98,IDGAF,Dua Lipa
6560,2018,99,Mi Gente,J Balvin
6561,2018,100,Believer,Imagine Dragons
6562,2019,,,
6563,2019,1,Old Town Road,Lil Nas X
6564,2019,2,Sunflower,Post Malone
6565,2019,3,Without Me,Halsey
6566,2019,4,Bad Guy,Billie Eilish
6567,2019,5,Wow,Post Malone
6568,2019,6,Happier,Marshmello
6569,2019,7,7 Rings,Ariana Grande
6570,2019,8,Talk,Khalid
6571,2019,9,Sicko Mode,Travis Scott
6572,2019,10,Sucker,Jonas Brothers
6573,2019,11,High Hopes,Panic! at the Disco
6574,2019,12,"Thank U, Next",Ariana Grande
6575,2019,13,Truth Hurts,Lizzo
6576,2019,14,Dancing with a Stranger,Sam Smith
6577,2019,15,Señorita,Shawn Mendes
6578,2019,16,I Don't Care,Ed Sheeran
6579,2019,17,Eastside,Benny Blanco
6580,2019,18,Going Bad,Meek Mill
6581,2019,19,Shallow,Lady Gaga
6582,2019,20,Better,Khalid
6583,2019,21,No Guidance,Chris Brown
6584,2019,22,Girls Like You,Maroon 5
6585,2019,23,Sweet but Psycho,Ava Max
6586,2019,24,Suge,DaBaby
6587,2019,25,Middle Child,J. Cole
6588,2019,26,Drip Too Hard,Lil Baby
6589,2019,27,Someone You Loved,Lewis Capaldi
6590,2019,28,Ransom,Lil Tecca
6591,2019,29,If I Can't Have You,Shawn Mendes
6592,2019,30,Goodbyes,Post Malone
6593,2019,31,Zeze,Kodak Black
6594,2019,32,Better Now,Post Malone
6595,2019,33,Youngblood,5 Seconds of Summer
6596,2019,34,Money in the Grave,Drake
6597,2019,35,Speechless,Dan + Shay
6598,2019,36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande
6599,2019,37,Please Me,Cardi B
6600,2019,38,Money,Cardi B
6601,2019,39,You Need to Calm Down,Taylor Swift
6602,2019,40,Panini,Lil Nas X
6603,2019,41,Look Back at It,A Boogie wit da Hoodie
6604,2019,42,A Lot,21 Savage
6605,2019,43,Me!,Taylor Swift
6606,2019,44,Mia,Bad Bunny
6607,2019,45,Pop Out,Polo G
6608,2019,46,Beautiful Crazy,Luke Combs
6609,2019,47,Thotiana,Blueface
6610,2019,48,Lucid Dreams,Juice Wrld
6611,2019,49,Mo Bamba,Sheck Wes
6612,2019,50,Beautiful People,Ed Sheeran
6613,2019,51,Wake Up in the Sky,Gucci Mane
6614,2019,52,Whiskey Glasses,Morgan Wallen
6615,2019,53,God's Country,Blake Shelton
6616,2019,54,Be Alright,Dean Lewis
6617,2019,55,Pure Water,Mustard
6618,2019,56,The Git Up,Blanco Brown
6619,2019,57,Taki Taki,DJ Snake
6620,2019,58,Close to Me,Ellie Goulding
6621,2019,59,Envy Me,Calboy
6622,2019,60,You Say,Lauren Daigle
6623,2019,61,"Hey Look Ma, I Made It",Panic! at the Disco
6624,2019,62,Circles,Post Malone
6625,2019,63,Beer Never Broke My Heart,Luke Combs
6626,2019,64,The London,Young Thug
6627,2019,65,Con Calma,Daddy Yankee
6628,2019,66,Murder on My Mind,YNW Melly
6629,2019,67,When the Party's Over,Billie Eilish
6630,2019,68,Act Up,City Girls
6631,2019,69,I Like It,Cardi B
6632,2019,70,Trampoline,Shaed
6633,2019,71,Leave Me Alone,Flipp Dinero
6634,2019,72,Breathin,Ariana Grande
6635,2019,73,Bury a Friend,Billie Eilish
6636,2019,74,Close Friends,Lil Baby
6637,2019,75,Baby Shark,Pinkfong
6638,2019,76,My Type,Saweetie
6639,2019,77,Worth It,YK Osiris
6640,2019,78,Only Human,Jonas Brothers
6641,2019,79,Knockin' Boots,Luke Bryan
6642,2019,80,Trip,Ella Mai
6643,2019,81,Rumor,Lee Brice
6644,2019,82,Swervin,A Boogie wit da Hoodie
6645,2019,83,How Do You Sleep?,Sam Smith
6646,2019,84,Baby,Lil Baby
6647,2019,85,Look What God Gave Her,Thomas Rhett
6648,2019,86,Good as You,Kane Brown
6649,2019,87,Clout,Offset
6650,2019,88,Love Lies,Khalid
6651,2019,89,One Thing Right,Marshmello
6652,2019,90,Cash Shit,Megan Thee Stallion
6653,2019,91,Tequila,Dan + Shay
6654,2019,92,Shotta Flow,NLE Choppa
6655,2019,93,Hot Girl Summer,Megan Thee Stallion
6656,2019,94,Talk You Out of It,Florida Georgia Line
6657,2019,95,Beautiful,Bazzi
6658,2019,96,Eyes on You,Chase Rice
6659,2019,97,All to Myself,Dan + Shay
6660,2019,98,Boyfriend,Ariana Grande
6661,2019,99,Walk Me Home,Pink
6662,2019,100,Robbery,Juice Wrld
6663,2020,,,
6664,2020,1,Blinding Lights,The Weeknd
6665,2020,2,Circles,Post Malone
6666,2020,3,The Box,Roddy Ricch
6667,2020,4,Don't Start Now,Dua Lipa
6668,2020,5,Rockstar,DaBaby
6669,2020,6,Adore You,Harry Styles
6670,2020,7,Life Is Good,Future
6671,2020,8,Memories,Maroon 5
6672,2020,9,The Bones,Maren Morris
6673,2020,10,Someone You Loved,Lewis Capaldi
6674,2020,11,Say So,Doja Cat
6675,2020,12,I Hope,Gabby Barrett
6676,2020,13,Whats Poppin,Jack Harlow
6677,2020,14,Dance Monkey,Tones and I
6678,2020,15,Savage,Megan Thee Stallion
6679,2020,16,Roxanne,Arizona Zervas
6680,2020,17,Intentions,Justin Bieber
6681,2020,18,Everything I Wanted,Billie Eilish
6682,2020,19,Roses (Imanbek remix),Saint Jhn
6683,2020,20,Watermelon Sugar,Harry Styles
6684,2020,21,Before You Go,Lewis Capaldi
6685,2020,22,Falling,Trevor Daniel
6686,2020,23,"10,000 Hours",Dan + Shay
6687,2020,24,WAP,Cardi B
6688,2020,25,Ballin',Mustard
6689,2020,26,Hot Girl Bummer,Blackbear
6690,2020,27,Blueberry Faygo,Lil Mosey
6691,2020,28,Heartless,The Weeknd
6692,2020,29,Bop,DaBaby
6693,2020,30,Lose You to Love Me,Selena Gomez
6694,2020,31,Good as Hell,Lizzo
6695,2020,32,Toosie Slide,Drake
6696,2020,33,Break My Heart,Dua Lipa
6697,2020,34,Chasin' You,Morgan Wallen
6698,2020,35,Savage Love (Laxed – Siren Beat),Jawsh 685
6699,2020,36,No Guidance,Chris Brown
6700,2020,37,My Oh My,Camila Cabello
6701,2020,38,Dynamite,BTS
6702,2020,39,Go Crazy,Chris Brown
6703,2020,40,High Fashion,Roddy Ricch
6704,2020,41,Laugh Now Cry Later,Drake
6705,2020,42,Woah,Lil Baby
6706,2020,43,Death Bed,Powfu
6707,2020,44,Señorita,Shawn Mendes
6708,2020,45,Highest in the Room,Travis Scott
6709,2020,46,Bad Guy,Billie Eilish
6710,2020,47,Mood,24kGoldn
6711,2020,48,Rain on Me,Lady Gaga
6712,2020,49,For the Night,Pop Smoke
6713,2020,50,Ritmo (Bad Boys for Life),Black Eyed Peas
6714,2020,51,Heart on Ice,Rod Wave
6715,2020,52,Nobody but You,Blake Shelton
6716,2020,53,Trampoline,Shaed
6717,2020,54,Come & Go,Juice Wrld
6718,2020,55,Truth Hurts,Lizzo
6719,2020,56,If the World Was Ending,JP Saxe
6720,2020,57,We Paid,Lil Baby
6721,2020,58,Yummy,Justin Bieber
6722,2020,59,One Man Band,Old Dominion
6723,2020,60,Got What I Got,Jason Aldean
6724,2020,61,Sunday Best,Surfaces
6725,2020,62,Godzilla,Eminem
6726,2020,63,Bandit,Juice Wrld
6727,2020,64,Party Girl,StaySolidRocky
6728,2020,65,Die from a Broken Heart,Maddie & Tae
6729,2020,66,Popstar,DJ Khaled
6730,2020,67,All I Want for Christmas Is You,Mariah Carey
6731,2020,68,One of Them Girls,Lee Brice
6732,2020,69,Hard to Forget,Sam Hunt
6733,2020,70,One Margarita,Luke Bryan
6734,2020,71,Panini,Lil Nas X
6735,2020,72,Hot,Young Thug
6736,2020,73,I Hope You're Happy Now,Carly Pearce
6737,2020,74,Emotionally Scarred,Lil Baby
6738,2020,75,Suicidal,YNW Melly
6739,2020,76,The Bigger Picture,Lil Baby
6740,2020,77,Only Human,Jonas Brothers
6741,2020,78,The Woo,Pop Smoke
6742,2020,79,Sum 2 Prove,Lil Baby
6743,2020,80,Stuck with U,Ariana Grande
6744,2020,81,Mood Swings,Pop Smoke
6745,2020,82,You Should Be Sad,Halsey
6746,2020,83,Dior,Pop Smoke
6747,2020,84,Supalonely,Benee
6748,2020,85,Even Though I'm Leaving,Luke Combs
6749,2020,86,The Scotts,Travis Scott
